nombre_artista,album,fecha,tipo,track
Club des Belugas,Chamёleon,2018-04-13,track,The Frim Fram Sauce
Waldeck,Atlantic Ballroom,2018-10-12,track,Quando
Eddie Henderson,Be Cool,2018-05-04,track,After You've Gone
José James,Lean On Me,2018-09-28,track,The Same Love That Made Me Laugh
Jon Batiste,Hollywood Africans,2018-09-28,track,Chopinesque
Ady Suleiman,Memories,2018-03-09,track,Need Somebody To Love
Arat Kilo,Visions of Selam,2018-03-16,track,Dou Coula
Ruth Brown,I Don't Know,2018-08-10,track,Sweet Baby of Mine
Karen Souza,Ain't No Sunshine / My One and Only Love,2018-02-23,track,Ain't No Sunshine - Late Night Jazz Mix
Club des Belugas,Chamёleon,2018-04-13,track,Save a Little Love for Me
Trio Elétrico,Echo Parcours,2018-01-12,track,Echo Parcours - Album Mix
Steve Tyrell,Back to Bacharach (Expanded Edition),2018-10-12,track,Close to You - 2018 Remaster
Club des Belugas,Chamёleon,2018-04-13,track,Fire
Andy Sheppard Quartet,Romaria,2018-02-16,track,Romaria
Funky Destination,We Are All Shining Stars,2018-03-09,track,Seems Like I Heard Jose e Paco Playing
Wolfgang Lackerschmid,Ballads For Two,2018-11-09,track,Waltz For Susan
Cécile McLorin Salvant,The Window,2018-09-28,track,One Step Ahead
Wolfgang Lackerschmid,Ballads For Two,2018-11-09,track,Blue Bossa
Oakwood Station,For Better Times,2018-04-20,track,From This Day Until Forever
Renee Olstead,I Fall to Pieces,2018-07-13,track,I Fall to Pieces
Waldeck,Atlantic Ballroom,2018-10-12,track,Rough Landing
Tony Bennett,Love Is Here To Stay,2018-09-14,track,I’ve Got A Crush On You
Rolf Kühn,Yellow + Blue,2018-06-01,track,What Are You Doing the Rest of Your Life?
Sant Andreu Jazz Band,Jazzing 8 Vol. 2,2018-09-28,track,Que Reste Till De Nos Amours
Chet Baker,Chet Baker In Tokyo (The Complete Concert),2019-02-22,track,Almost Blue
Lisa Addeo,Listen to This,2019-09-27,track,Never Enough
Kyle Eastwood,Cinematic,2019-11-08,track,Gran Torino
Andrea Motis,Do Outro Lado Do Azul,2019-03-01,track,Sombra De Lá
Ginne Marker,For Seasons to Come,2019-11-15,track,Sunny Days
The Blue Green,Jessica,2019-10-25,track,Gentle rain
Søren Bebe Trio,Echoes,2019-05-10,track,Alba
David Versace,Love Expressions,2019-11-05,track,Love Expressions
Vernon Sanders,Everytime around,2019-09-20,track,Everytime around
I Am An Instrument,"IAAI, Vol. 1",2019-07-12,track,Part III
Jacob Gurevitsch,In Search of Lost Time,2019-09-27,track,Sand of Joshua
Caravan Palace,Chronologic,2019-08-30,track,Plume
Avishai Cohen,Playing The Room,2019-09-06,track,Azalea
Lauren Henderson,Alma Oscura,2019-06-28,track,From the Inside Out
Ennio Máno,Light Dance,2019-04-26,track,Ages Ago
Gerry Mulligan & Johnny Hodges,Golden Hits,2019-01-29,track,Back Beat (Original Mix)
The Tribe Of Good,Heroes (Edit),2019-01-18,track,Heroes - Edit
Roberto Fonseca,Yesun,2019-10-18,track,La llamada
Bladverk Band,Laponia,2019-07-19,track,Constellations
João Erbetta,Coisa Mais Linda Season 1 (Original Music from the Netflix Series),2019-05-10,track,Morning Song
Catherine Russell,Alone Together,2019-03-01,track,How Deep Is The Ocean
Houston Person,I'm Just a Lucky So and So,2019-07-26,track,Willow Weep for Me
Giovanni Guidi,Avec le temps,2019-03-22,track,Avec le temps
Eliane Elias,Love Stories,2019-08-30,track,A Man And A Woman
Jacky Terrasson,53,2019-09-27,track,La part des anges
Club des Belugas,Strange Things Beyond the Sunny Side,2019-09-27,track,Oh My Girl - French Version
Phillip Love,East River EP,2019-10-05,track,Night and Day
Anthony Strong,Me and My Radio,2019-04-19,track,Sixteen Tons
Snorre Kirk,Unsentimental,2019-11-01,track,Unsentimental
"Harry Connick, Jr.",True Love: A Celebration Of Cole Porter,2019-10-25,track,Mind If I Make Love To You
Jamie Cullum,Taller,2019-06-07,track,Endings Are Beginnings
Nils Landgren,4 Wheel Drive,2019-03-15,track,Just the Way You Are
The Jazz Woman,Fly Me to the Moon,2019-01-10,track,Fly Me to the Moon
Lisa Lugar,Love For Sale EP,2019-10-05,track,Everything Happens To Me
Timewarp Inc,Theory of Revolution,2019-12-13,track,Realistic
Veronica Swift,Confessions,2019-08-30,track,Confession / The Other Woman
Club des Belugas,Strange Things Beyond the Sunny Side,2019-09-27,track,There's Nothing But You
Flevans,Part Time Millionaire,2019-03-15,track,Some Day
Paolo Fresu,Mare Nostrum III,2019-01-25,track,The Windmills of Your Mind
Anthony Strong,Me and My Radio,2019-04-19,track,You To Me Are Everything
Alex Cortiz,Barfly (Remixes),2019-06-17,track,Barfly - Slo-Fi Mix
Jamie Berry,Light up the Night,2019-10-11,track,Light up the Night
Ennio Máno,Midair,2019-05-10,track,Aves
Daniel Herskedal,Voyage,2019-03-08,track,The Lighthouse
Cut Capers,Say What (2019),2019-10-04,track,Say What - Pisk Electro Swing Remix
Jazz Lounge Bar,Jazz Lounge Playlist,2019-08-05,track,Taking It Easy
Eugene Lambert,House Of Jade,2019-12-20,track,For Heavens Sake
Mr. Ferrando,Fox & Videogamez,2019-09-20,track,Fox & Videogamez
Hara Noda,Catcher,2019-08-16,track,Catcher
Karen Souza,Why Don't You Do Right?,2019-01-11,track,Why Don't You Do Right? - Live Version
Ella Fitzgerald,The Complete Piano Duets,2020-03-13,track,Misty
The 8-Bit Big Band,Fnaf 1 (Big Band Version),2020-12-12,track,Fnaf 1 - Big Band Version
Jesus Molina,Departing,2020-06-05,track,Night in Tunisia
Joseph Lawrence,Alone Together,2020-01-03,track,Skylark
Andréel,Mon manque,2020-10-09,track,Mon manque
The Speakeasies' Swing Band!,Uproaring Twenties,2020-11-27,track,L' Americano
Norberg,Sidewalking,2020-06-11,track,Sidewalking
Kaiak,Autumn Breeze,2020-10-16,track,Autumn Breeze
Magpie Jazz Trio,After You've Gone,2020-03-14,track,After You've Gone
Bluey,Tinted Sky,2020-06-12,track,Had to Make You Mine
Wendy Marcini,It's Your Smile,2020-08-14,track,It's Your Smile
Bluey,Tinted Sky,2020-06-12,track,You Are the One
Ondatrópica,Noche de Amor,2020-04-24,track,Noche de Amor
Art Blakey & The Jazz Messengers,Just Coolin',2020-07-17,track,Hipsippy Blues
James Jackson Jazz Trio,Long Ago (and Far Away),2020-03-19,track,Long Ago (and Far Away)
Melody Gardot,C’est Magnifique,2020-10-16,track,C’est Magnifique
Purple Patch Band,Cheek to Cheek,2020-09-07,track,Embraceable You
Kandace Springs,The Women Who Raised Me,2020-03-27,track,The Nearness Of You
Sao Vicente,A Face in the Crowd,2020-03-27,track,A Face In The Crowd
Kuipers & Winter,Maybe We'll Meet Again,2020-08-28,track,Maybe We'll Meet Again
Katie Melua,Album No. 8,2020-10-16,track,Joy
Kat Edmonson,What a Wonderful World,2020-01-31,track,What a Wonderful World
Art Blakey & The Jazz Messengers,Just Coolin',2020-07-17,track,Quick Trick
Karen Souza,Language of Love,2020-03-02,track,It's Gonna Happen Tonight
Mr. Ferrando,Brainstorming,2020-09-07,track,Brainstorming
Alabaster DePlume,To Cy & Lee: Instrumentals Vol. 1,2020-02-28,track,Whisky Story Time
Diana Krall,This Dream Of You,2020-09-25,track,But Beautiful
Magpie Jazz Trio,After You've Gone,2020-03-14,track,Blue Moon
Pisk,Horny,2020-05-08,track,Horny - Electro Swing Version
Neil Shannon Quartet,Jazz Nights,2020-03-02,track,Driftin'
Gene Hart Trio,The Way You Look Tonight,2020-10-09,track,The Way You Look Tonight
The Bahama Soul Club,Bohemia After Dawn,2020-07-17,track,Mango (Club Des Belugas Bossa Remix)
Giacomo Bondi,Always Remember Us This Way,2020-10-09,track,Always Remember Us This Way
Gregory Porter,All Rise (Deluxe),2020-08-28,track,Everything You Touch Is Gold
James Jackson Jazz Trio,Long Ago (and Far Away),2020-03-19,track,On a Clear Day (You Can See Forever)
Oscar Peterson Trio,Work From Home with Oscar Peterson,2020-04-17,track,You Look Good To Me
Terrace Martin,Dinner Party,2020-07-10,track,First Responders
Flora Martínez,What a Difference a Day Makes - Cuando Vuelva a Tu Lado,2020-12-11,track,What a Difference a Day Makes - Cuando Vuelva a Tu Lado
Kinobe,Café del Mar 40th Anniversary,2020-08-21,track,Slip into Something More Comfortable - Stephen Hague 2016 Mix
Jeremy Pelt,"The Art of Intimacy, Vol. 1",2020-01-24,track,Little Girl Blue
Athletic Progression,Athletic Progression,2020-04-03,track,White Crayon
B.B. King,Four Classic Albums Plus (B.B. King Sings Spirituals / King of the Blues / More B.B. King / Easy Listening Blues) (Digitally Remastered),2020-03-05,track,Everyday I Have the Blues
Jerry McHoy,SEGLA,2020-06-12,track,LÄTT
Till Brönner,On Vacation,2020-10-30,track,Save Your Love for Me
Gregory Porter,All Rise (Deluxe),2020-08-28,track,If Love Is Overrated
Boozoo Bajou,Under My Sensi,2020-06-12,track,Under My Sensi - Thievery Corporation Mix
Karen Souza,Language of Love,2020-03-02,track,Everybody Knows
Thomas Dutronc,Frenchy,2020-06-19,track,La belle vie - The Good Life
Karen Souza,Language of Love,2020-03-02,track,There You Are (Second Chance)
Giacomo Bondi,Purple Velvet Lounge & Chill Sensual Covers,2020-11-13,track,Always Remember Us This Way
Oakwood Station,Since We Met,2016-04-29,track,Ain't That So
Massimo Faraò Trio,"100 Smooth Jazz, Vol. 1",2016-12-22,track,L'italiano
Ash Walker,Echo Chamber,2016-10-28,track,Bongo Legs
Almost Here,That's the One,2016-09-30,track,Like Someone I Know
João Gilberto,Coisa Mais Linda,2016-04-04,track,Este Seu Olhar
Michel Camilo,Spain Forever,2016-10-07,track,Love Theme
Joel Martínez,Mirando De Lejos,2016-03-25,track,Merengue Pa' Cintura
Devon Gilfillian,Devon Gilfillian,2016-05-24,track,Travelin' Blues
Tatiana Eva-Marie,Je Suis Swing,2016-09-06,track,Coquette
John Coltrane,Playing Along,2016-05-05,track,Its Easy To Remember
Snarky Puppy,Culcha Vulcha,2016-04-26,track,Tarova
Jaimee Paul,Too Marvelous,2016-02-26,track,Days Of Wine And Roses
Tatiana Eva-Marie,Je Suis Swing,2016-09-06,track,Ménilmontant
Cyrille Aimee,Let's Get Lost,2016-01-22,track,Estrellitas y Duendes
Tatiana Eva-Marie,I Wish You Love,2016-07-14,track,Que reste-t-il de nos amours?
Catherine Russell,Harlem On My Mind (Bonus Track Version),2016-09-09,track,Talk To Me
Tony DeSare,Want You (Deluxe Edition),2016-02-26,track,Baby Dream Your Dream
Ocote Soul Sounds,Taurus,2016-02-27,track,Primavera
Pink Martini,Je dis oui!,2016-11-18,track,Blue Moon
Zouzoulectric,The Hopper,2016-04-08,track,Round Around
Basement Freaks,Time Machine,2016-02-26,track,Talkin' About Dat
Malene Mortensen,You Belong to Me,2016-08-01,track,Sway
Guts,Eternal,2016-04-01,track,All or Nothing
David Helbock,Into the Mystic,2016-08-26,track,"Beethoven #7, 2nd Movement"
Mongo Santamaria,La Bamba,2016-01-07,track,Summertime
O Sister!,Stompin' in Joy,2016-10-11,track,I Fell in Love with New Orleans
Pauline Croze,Bossa Nova,2016-04-15,track,Les eaux de Mars
Lang Lang,New York Rhapsody,2016-09-16,track,"Moon River (From ""Breakfast at Tiffany's"")"
Zouzoulectric,The Hopper,2016-04-08,track,Mr. Rain
Mop Mop,Lunar Love,2016-05-06,track,Supreme
Madeleine Peyroux,Secular Hymns,2016-09-16,track,Everything I Do Gonh Be Funky (From Now On)
Bria Skonberg,Bria,2016-09-23,track,From This Moment On
Chris Standring,Ten,2016-03-08,track,Soul Vibration
Kindred The Family Soul,Welcome to My World (Boogie Back Remix),2016-08-23,track,Welcome to My World (Boogie Back Remix)
Brad Mehldau Trio,Blues and Ballads,2016-06-03,track,Little Person
Madeleine Peyroux,Secular Hymns,2016-09-16,track,Shout Sister Shout
Madeleine Peyroux,Secular Hymns,2016-09-16,track,Got You On My Mind
Vince Giordano And The Nighthawks,Cafe Society (Original Motion Picture Soundtrack),2016-07-08,track,The Lady is a Tramp
Gregory Porter,Take Me To The Alley,2016-05-06,track,More Than A Woman
The Bahama Soul Club,Havana ´58,2016-11-11,track,Muévelo Papi
Henri Texier,Les Là-Bas (Bonobo Remix),2016-05-13,track,Les Là-Bas - Bonobo Remix
Maria Luiza,Jazz in Bossa / Bossa in Jazz,2016-06-30,track,Speak Low
Norah Jones,Day Breaks,2016-10-05,track,Peace
Zouzoulectric,The Hopper,2016-04-08,track,Breath of a Dragon
Waldeck,Gran Paradiso,2016-08-12,track,Get On Uppa
Sant Andreu Jazz Band,Jazzing 6 Vol. 1,2016-05-16,track,Cheek to Cheek
The Bahama Soul Club,Havana ´58,2016-11-11,track,Rumba Fugaz
Flash Mob Jazz,They've Only Gone N' Dun N' Done It!,2016-11-15,track,Get Lucky
Vince Giordano And The Nighthawks,Cafe Society (Original Motion Picture Soundtrack),2016-07-08,track,Manhattan
Club des Belugas,It's Only Music,2016-03-11,track,It's Only Music
Earl,All That Glitters,2017-06-14,track,All That Glitters
Carol Welsman,For You,2017-08-18,track,Bewitched
The Electric Swing Circus,It Flew By,2017-01-16,track,Golden Hour
Triosence,Hidden Beauty,2017-03-31,track,Leave Me Here
Aldo Romano,Mélodies en noir & blanc,2017-09-22,track,L.A. 58
Earl,Tongue Tied,2017-07-28,track,Baddabing Baddaboom
Jamiroquai,Automaton,2017-03-31,track,Carla
Nocturnal Spirits,Method in the Madness,2017-06-09,track,"In All Honesty, I Do"
Scott Hamilton,The Shadow of Your Smile,2017-01-06,track,The Shadow of Your Smile
Alex Tronic,Brave About It,2017-07-10,track,Brave About It
Ron Carter,"An Evening With (Live at the Theaterstübchen, Kassel)",2017-02-24,track,Tango pour Claude - Live
Viktoria Tolstoy,Meet Me at the Movies (feat. Iiro Rantala),2017-01-27,track,Out Here on My Own
Kaz Hawkins,Feelin' good,2017-01-21,track,Because You Love Me
LTJ Xperience,Beggar Groove,2017-03-03,track,Beggar Groove
Williamsburg Quartet,All About You,2017-03-18,track,The Look You Gave
Thiago,Atardecer,2017-08-08,track,Leave Your Heart To Me
Klischée,Mais Non (1920 Version),2017-10-06,track,Mais Non - 1920 Version
Kyle Eastwood,In Transit (Bonus Track Version),2017-10-20,track,Cinema Paradiso - Love Theme
Nate Smith,KINFOLK: Postcards from Everywhere,2017-02-03,track,Skip Step
Nate Smith,KINFOLK: Postcards from Everywhere,2017-02-03,track,"Bounce, Pts. I + II"
Jamiroquai,Automaton,2017-03-31,track,We Can Do It
Eric Legnini Trio,Ballads,2017-10-26,track,Don't Let Me Be Lonely Tonight
Tingvall Trio,Cirklar,2017-08-04,track,Sjuan
Nocturnal Spirits,Method in the Madness,2017-06-09,track,A Last Dance With You
Avishai Cohen,1970,2017-09-22,track,Song of Hope
FKJ,French Kiwi Juice,2017-03-03,track,Joy
Emilie Schiøtt,After the Rain,2017-08-25,track,A Tiny Little Light
Tapones de Punta,Metamorfosis,2017-01-01,track,Ven Aquí a Pelear
DJ Vadim,Double Sided,2017-09-01,track,Luv 2 Luv
Magnus Lindgren,Stockholm Underground,2017-08-25,track,Theme for Laura
Eric Brace,Cartes postales,2017-11-24,track,L'âme des poètes
Mulatu Astatke,Mulatu Of Ethiopia,2017-05-19,track,Mascaram Setaba - Stereo Master
Viktoria Tolstoy,Meet Me at the Movies (feat. Iiro Rantala),2017-01-27,track,As Time Goes By
Bobo Stenson Trio,Canción Contra La Indecisión,2017-12-15,track,Canción Contra La Indecisión
Denise King,In the Mood: Romantic Dinner (La musica per una cena romantica),2017-05-08,track,Just the Way You Are
João Gilberto Quintet,Ho-ba-la-la,2017-10-19,track,Coisa Mais Linda
My Sun and Stars,You Make Me Happy,2017-08-01,track,We All Need Love
Magnus Ringblom,Blue Night Bossa,2017-07-04,track,Relaxation Station
Nicki Parrott,"Dear Blossom,",2017-05-05,track,I Walk A Little Faster
Jamie Berry,Frenzy,2017-12-15,track,Sweet Rascal
Bill Charlap Trio,"Uptown, Downtown",2017-09-08,track,There's A Small Hotel
Rose Cousins,Natural Conclusion,2017-02-03,track,Lock and Key
Eric Reed Trio,Blue Trane,2017-11-01,track,You're Sensational
Joe Armon-Jones,Idiom,2017-09-08,track,Midnite Oil (Sparkzzz)
Jeff Cascaro,Love & Blues in the City,2017-09-29,track,Ma Babe
The Groove Planters,The Groove Planters,2017-06-23,track,The Winner Takes It All
Oakwood Station,Around The Corner,2017-09-29,track,Around the Corner
Mulatu Astatke,Mulatu Of Ethiopia,2017-05-19,track,Kasalefkut-hulu - Stereo Master
Bria Skonberg,With a Twist,2017-05-19,track,Sway
Jeff Cascaro,Love & Blues in the City,2017-09-29,track,Ain't No Love in the Heart of the City
Cappa & Daniel-San,Nothing Sweet,2018-04-02,track,Nothing Sweet
Moca,Wroooooooooam,2018-01-19,track,Jazz Tip
Jazz Lounge Bar,Freshly Poured,2018-01-01,track,Lounge Jazz
Hetty and the Jazzato Band,La Dolce Vita,2018-12-01,track,Tu Vuò Fà L'Americano
Blue Lab Beats,Xover,2018-03-30,track,Pineapple
John Devson,Chill Jazz Lounge (Bossa Nova Songs),2018-02-26,track,Cool Jazz Relaxation
Tony Bennett,Love Is Here To Stay,2018-09-14,track,Do It Again
Jon Batiste,Hollywood Africans,2018-09-28,track,Saint James Infirmary Blues
Nocturnal Spirits,Sticky Date,2018-05-25,track,Every Time Our Eyes Meet
Chuck Loeb,Presence,2018-05-09,track,Window of the Soul
Oakwood Station,A Trace Of Light,2018-01-19,track,Such Is Life
Hailey Tuck,Tuck + Cover,2018-05-03,track,Love On Top
Fred Hersch Trio,Heartsongs,2018-07-20,track,Infant Eyes
Caro Emerald,Whatchugot (Pisk Remix),2018-02-08,track,Whatchugot (Pisk Remix)
Kandiafa,Nyonton (St Germain Remix),2018-05-18,track,Nyonton - St Germain Remix
Roy Ayers,Virgin Ubiquity II,2018-12-01,track,Liquid Love
Mammal Hands,Becoming,2018-11-02,track,Refuge
Wynton Marsalis Septet,I'm Gonna Find Another You (feat. John Mayer),2018-02-16,track,I'm Gonna Find Another You
Moca,Wroooooooooam,2018-01-19,track,Clarke Boland
Mario Biondi,Brasil,2018-03-23,track,On the Moon
Jeff Goldblum & The Mildred Snitzer Orchestra,Make Someone Happy,2018-10-11,track,Make Someone Happy
Dave Robertson Trio,Tidal Reflections,2018-12-13,track,Out of the Void
Trio Elétrico,Echo Parcours,2018-01-12,track,Mansad
Jakob Bro,Returnings,2018-03-23,track,Strands
Club des Belugas,Ragbag,2018-03-30,track,Ragbag
Maria Daines,Come on Over,2018-08-05,track,That's What the Blues Is All About
Kat Gang,Come Closer,2018-09-07,track,People Will Say We're In Love
Bladverk Band,To Stella,2018-04-20,track,Here And Now
Jazzotron,Swing Revolution,2018-07-20,track,Let's Go
Dana Masters,Crossing Lines,2018-09-18,track,When I Was Queen
Barbra Lica,You're Fine,2018-11-09,track,The Birds and the Bees
Tommy Dorsey,I'm Getting Sentimental over You (Remastered),2018-07-25,track,Stardust - Remastered
Indra Rios-Moore,Carry My Heart,2018-04-06,track,Love Walked In
The Fearless Flyers,The Fearless Flyers,2018-03-30,track,Introducing the Fearless Flyers
Kandace Springs,Indigo,2018-09-07,track,Don't Need The Real Thing
Hara Noda,Lower East,2018-04-27,track,Lower East
Militantes del Climax,Día 4,2018-10-19,track,Skymood
Kora Jazz Trio,Part IV,2018-02-16,track,Via con me
Moca,Tempomat,2018-01-26,track,Post It
Ida Sand,My Soul Kitchen,2018-10-26,track,I Have Nothing Left for You
Bobo Stenson Trio,Contra La Indecisión,2018-01-19,track,Canción Y Danza VI
Tontelas,On My Way,2018-06-29,track,On My Way
Dominique Fils-Aimé,Nameless,2018-02-02,track,Feeling Good
Tony Bennett,Love Is Here To Stay,2018-09-14,track,Somebody Loves Me
Scott Hamilton,Moon Mist,2018-05-18,track,I'll Close My Eyes
Diana Krall,Love Is Here To Stay,2018-09-14,track,But Not For Me
Oakwood Station,A Trace Of Light,2018-01-19,track,That's How I Like It
Ella Fitzgerald,Cheek To Cheek: The Complete Duet Recordings,2018-04-06,track,Dream A Little Dream Of Me
Mo' Horizons,Hits Agogo Two,2018-04-06,track,Ai Mi Morena - Club Des Belugas Remix
Gregory Porter,Spotify Singles,2018-02-14,track,Blackbird - Recorded at Spotify Studios NYC
LTJ Xperience,Deepening of A Groove,2019-04-19,track,Black Feeling
Ginne Marker,For Seasons to Come,2019-11-15,track,Some Day
TICO DE MORAES,Much Rain,2019-07-12,track,Much Rain
Guilherme Cunha Ribeiro,Free Afternoon,2019-10-30,track,A Better One for You
Jazz Lounge Bar,A Comfortable Jazz Experience,2019-03-02,track,Forwarding Address
John Finbury,Sorte!,2019-05-01,track,Sorte!
Octave Lissner,Octave Lissner,2019-10-08,track,Tindara
Ebi Soda,Bedroom Tapes,2019-06-21,track,Libre
Louis Amanti,H I M,2019-10-25,track,H I M
Jacky Terrasson,53,2019-09-27,track,The Call
Gustav Scheringer Duo,Old Country,2019-10-11,track,Old Country
"Lafayette Harris, Jr.",You Can't Lose with the Blues,2019-11-01,track,Blues for Barry Harris
C.O.D.J,Chill Out Dinner Jazz,2019-03-29,track,Vintage Vibes Cool Jazz Bar Guitar
C.O.D.J,Chill Out Dinner Jazz,2019-03-29,track,Cheatin' Midnight
Bossacucanova,Bossa Got the Blues,2019-11-15,track,Bossa Got The Blues
Elly Hoyt,The Composers' Voice: Celebrating Australian Women Composers,2019-08-16,track,New Orleans
C.O.D.J,Chill Out Dinner Jazz,2019-03-29,track,DInner Jazz Classics
Vanessa Rubin,The Dream Is You: Vanessa Rubin Sings Tadd Dameron,2019-02-22,track,If You Could See Me Now
Kyle Eastwood,Cinematic,2019-11-08,track,Unforgiven
C.O.D.J,Chill Out Dinner Jazz,2019-03-29,track,Evening Swing
Jitwam,Honeycomb,2019-05-03,track,busstop
Abdullah Ibrahim,The Balance,2019-06-28,track,Dreamtime
Jazz Lounge Bar,A Comfortable Jazz Experience,2019-03-02,track,Reflected Street Lamps
Joachim Horsley,Via Havana,2019-02-15,track,Impromptuno
C.O.D.J,Chill Out Dinner Jazz,2019-03-29,track,Romantic Dinner Music
Ennio Máno,Midair,2019-05-10,track,Spring Blossoms
The Jazz Woman,It Had to Be You,2019-01-09,track,It Had to Be You
Caravan Palace,Chronologic,2019-08-30,track,About You (feat. Charles X)
Carl Bagge Trio,Långholmen Sessions Vol. 1,2019-05-09,track,I’m Old Fashioned
CMC 3,Setembro,2019-06-14,track,I Do It For Your Love
Andrea Motis,Do Outro Lado Do Azul,2019-03-01,track,Antonico
C.O.D.J,Chill Out Dinner Jazz,2019-03-29,track,Classic Jazz Jams
The Blue Green,Jessica,2019-10-25,track,The shadow of your smile
Thomas Lauderdale,Hôtel amour,2019-04-22,track,I Lost Myself - I'm Hungry... And That Ain't Right
Brooklyn Funk Essentials,Stay Good,2019-09-20,track,No Strings
Shahin Novrasli,From Baku to New York City,2019-09-13,track,Cry Of Gulchura
Thomas Lauderdale,Hôtel amour,2019-04-22,track,Hôtel amour
Jazz Lounge Bar,Jazz Lounge Playlist,2019-08-05,track,Further to the Point
Bodikhuu,Rio / Bodianova,2019-03-05,track,Berimbau
Parov Stelar,Snake Charmer,2019-07-12,track,Snake Charmer
Jazz Lounge Bar,Jazz Lounge Playlist,2019-08-05,track,Late Night Jazz Relax
The Golden Hour Quartet,Someone In Love,2019-08-26,track,Like Someone In Love
Caravan Palace,Chronologic,2019-08-30,track,Supersonics
Dave Mathmos,Your Love (Contemporary Soul Remix),2019-03-15,track,Your Love - Contemporary Soul Remix
Tiny Little Bigband,I Never Can Say Goodbye,2019-02-01,track,I Never Can Say Goodbye
Brad Mehldau,Mon chien Stupide (Bande originale du film),2019-10-28,track,Paranoid Android I
Aimee Fleur,This Is The Time,2019-08-09,track,This Is The Time
Marcell,This Is Not Jazz,2019-06-28,track,Adventure Of A Lifetime
Svetlana,Night at the Movies,2019-09-20,track,Moonlight
Caravan Palace,Chronologic,2019-08-30,track,Waterguns (feat. Tom Bailey)
The Dox Band,That Beatnik Jive,2020-09-11,track,That Beatnik Jive
Great Jam,Restaurante de Cinco Estrellas,2020-07-29,track,Jazz y relax
Frances Madden,Beautiful World,2020-03-27,track,The Tango Never Lies
Kandace Springs,The Women Who Raised Me,2020-03-27,track,Angel Eyes
Grace Carey,Moon River,2020-12-25,track,Moon River
Tom Bates,Just a fool,2020-03-20,track,Drifting
The Grace Smith Gang,Liberation Swing,2020-06-11,track,Liberation Swing
Charlie James-Walker,At Charlie's,2020-08-28,track,At Charlie's
Le Hutin,In Time,2020-08-23,track,Our Smoother Part
Betty Booom,Betty Boop (Electro Swing),2020-06-12,track,Betty Boop (Electro Swing)
LVDS,Golden Days,2020-12-18,track,1925
Caro Emerald,Wake Up Romeo,2020-06-19,track,Wake Up Romeo
Izo FitzRoy,How the Mighty Fall,2020-03-13,track,Pushing Buttons
Wolfgang Lackerschmid,Quintet Sessions 1979,2020-11-13,track,Here's That Rainy Day
Massimo Faraò,A Drums Comes True,2020-08-24,track,The Nearness of You
Timothy Kay Band,I Love Paris,2020-05-28,track,I'll Know
KvndySwing,Con el boom boom,2020-03-13,track,Con el boom boom
Norah Jones,Tryin' To Keep It Together,2020-04-29,track,Tryin' To Keep It Together
Joesef,I Wonder Why,2020-07-16,track,I Wonder Why
Thomas Dutronc,Frenchy,2020-06-19,track,C'est si bon
Thomas Dutronc,Frenchy,2020-06-19,track,Un homme et une femme
Novo Stella,Feathers,2020-05-15,track,Feathers
Melody Gardot,Sunset In The Blue,2020-10-23,track,Um Beijo
Dries Riesen,Vesper,2020-08-21,track,Vesper
Boogie Belgique,Rhythm,2020-10-01,track,Rhythm
The Village Quartet,My Little Suede Shoes,2020-08-03,track,On the Trail
Bibi Tanga & The Selenites,Afro Groove,2020-08-10,track,Afro Groove on the Move
Norberg,Abisko,2020-09-18,track,Abisko
Melody Gardot,Sunset In The Blue,2020-09-25,track,Sunset In The Blue
Ibrahim Maalouf,40 Melodies,2020-11-06,track,Free Spirit - Duo Version
Charles Aznavour,"Le monde de la chanson, Vol. 27: Charles Aznavour, Vol. 2 ""O toi la vie!""",2020-01-10,track,Tu t'laissez aller
Richard Freeman,Sweet Morning,2020-09-01,track,Sweet Morning
Jimmy Heath,Love Letter,2020-07-17,track,Don't Misunderstand
THE TAKE VIBE E.P.,Golden Brown,2020-09-11,track,Golden Brown
Kyle Sparkman,Funk215,2020-01-17,track,Funk215
Mino Conte & Co,Misty Morning,2020-10-02,track,Misty Morning
Tom Misch,What Kinda Music,2020-04-24,track,Kyiv
Daniela Soledade,Smile,2020-05-29,track,Smile
Kendra Collins Band,Pure Imagination,2020-08-10,track,Pure Imagination
Ramiro Pinheiro,Vaidoso,2020-07-03,track,Vaidoso
Immanuel Wilkins,Omega,2020-08-07,track,The Dreamer
Red Brick Lane,Landing,2020-05-15,track,Landing
Dirty Loops,Phoenix,2020-11-18,track,Rock You
Richard Freeman,Summer Cafe,2020-05-12,track,Morning Breeze
Holborns,Fridays,2020-05-21,track,Fridays
Connie Lansberg,What'll I Do,2020-10-08,track,What'll I Do
Svaneborg Kardyb,Haven,2020-10-23,track,Bluesen
Stan Van Outen,Misty,2020-08-14,track,Misty
T-Bone Walker,NOW Blues Classics,2020-03-20,track,Stormy Monday Blues
Norah Jones,Pick Me Up Off The Floor,2020-06-12,track,To Live
The Hot Sardines,French Fries & Champagne,2016-06-17,track,When I Get Low I Get High
Avishai Cohen,Into The Silence,2016-01-29,track,Life And Death
Boogie Belgique,Volta,2016-09-23,track,Enigma
Melania,"Songs, Canzoni e Canzonette",2016,track,Nature Boy
Boogie Belgique,Volta,2016-09-23,track,Need Somebody
Baptiste Trotignon,Chimichurri,2016-09-23,track,Jenny Wren
Zouzoulectric,The Hopper,2016-04-08,track,The Hopper
