nombre_artista,album,fecha,tipo,track
070 Shake,Guilty Conscience (Tame Impala Remix),2020-07-24,track,Guilty Conscience - Tame Impala Remix
Yves Tumor,Heaven To A Tortured Mind,2020-04-03,track,Kerosene!
Centeno,Para Mi Gente Bacán,2020-06-01,track,Serrana Mia
Edwin Rosen,leichter//kälter,2020-01-20,track,leichter//kälter
YUNGBLUD,acting like that (feat. Machine Gun Kelly),2020-12-02,track,acting like that (feat. Machine Gun Kelly)
Guns N' Roses,Greatest Hits,2020-08-28,track,Knockin' On Heaven's Door
10cc,With Love From ... PolyGram 50th Anniversary,2020-08-21,track,I'm Not In Love
Los Zhunaulas,Los Zhunaulas,2020-08-02,track,Muriendo de amor
Deftones,Ohms,2020-09-25,track,Error
Marilyn Manson,WE ARE CHAOS,2020-09-11,track,WE ARE CHAOS
Mishka,Talk About,2020-04-17,track,Give Them Love
Las Pelotas,Es Así,2020-03-06,track,Ya Lo Sabés
Elvis Presley,The 50 Greatest Hits,2020-04-03,track,All Shook Up
Bayronn Caicedo,Cojiendote los Calzones,2020-02-20,track,Patos a Nadar
The Black Keys,Brothers (Deluxe Remastered Anniversary Edition),2020-12-18,track,Ten Cent Pistol
YUNGBLUD,weird!,2020-12-04,track,weird!
Dobie Gray,The Supreme Record Company,2020-06-05,track,Drift Away
From Ashes to New,Panic,2020-08-28,track,Scars that I'm Hiding
Las Pastillas del Abuelo,2020,2020-11-12,track,Azúcar Impalpable
Leif Erikson,When Love Rings,2020-02-14,track,When Love Rings
Deftones,Ohms,2020-09-25,track,Urantia
AC/DC,POWER UP,2020-11-13,track,Money Shot
Royal Blood,Trouble’s Coming,2020-09-24,track,Trouble’s Coming
POORSTACY,Hills Have Eyes,2020-12-11,track,Hills Have Eyes
Daily J,Venus Ate Mars,2020-11-20,track,Left Me Like Summer
Jonathan Bree,After The Curtains Close,2020-04-24,track,In The Sunshine
Avenged Sevenfold,Diamonds in the Rough,2020-02-07,track,St. James
Adelitas Way,Shine On,2020-08-14,track,What It Takes
Elvis Presley,The 50 Greatest Hits,2020-04-03,track,That's All Right
Khruangbin,Mordechai,2020-06-26,track,"Father Bird, Mother Bird"
Slow Pulp,Moveys,2020-10-09,track,Idaho
Elles Bailey,Help Somebody,2020-05-29,track,Help Somebody (MWS Sessions)
YUNGBLUD,Lemonade (with Denzel Curry),2020-08-14,track,Lemonade (with Denzel Curry)
Holding Absence,Gravity,2020-03-27,track,Gravity
The HU,The Gereg (Deluxe Edition),2020-07-10,track,Yuve Yuve Yu (feat. From Ashes to New)
Toño y su Grupo Centella,Internacional,2020-05-13,track,Mil Pedazos/Gozas la Vida/Tu Conciencia
Elvis Presley,The 50 Greatest Hits,2020-04-03,track,Burning Love
Smash Into Pieces,Arcadia,2020-08-28,track,Wake Up
Black Stone Cherry,The Human Condition,2020-10-30,track,Again
Des Rocs,This is Our Life,2020-12-11,track,This is Our Life
I DONT KNOW HOW BUT THEY FOUND ME,RAZZMATAZZ,2020-10-23,track,New Invention
H.E.A.T,H.E.A.T II,2020-02-21,track,One by One
Poligamia,Poligamia 25 años (En Vivo),2020-10-22,track,Mi Generación - En Vivo
NO CIGAR,Radical Road,2020-10-09,track,1999
Ariel Zanotti,Rock Argentino de los 80 90 y 2000: Lo Mejor del Rock Nacional y Clásicos del Rock en Español,2020-02-20,track,Al Lado del Camino
Pearl Jam,MTV Unplugged,2020-10-22,track,Oceans - Live MTV Unplugged
Highly Suspect,The Boy Who Died Wolf,2016-11-18,track,Little One
O Rappa,Uma Vida Só,2016-03-18,track,Uma vida só - Versão Completa
RADWIMPS,Human Bloom,2016-11-23,track,Zenzenzense - Original Version
Car Seat Headrest,Teens Of Denial,2016-05-20,track,Destroyed By Hippie Powers
The Fray,Through the Years: The Best of The Fray,2016-11-04,track,You Found Me
Red Sun Rising,Polyester Zeal,2016-10-21,track,My Muse
Babasonicos,Desde Adentro - Impuesto de Fe (En Vivo),2016-05-20,track,Puesto - En Vivo
I Prevail,Lifelines,2016-10-21,track,Alone
Ciro y los Persas,Naranja Persa,2016-09-27,track,Juira!
1000mods,Repeated Exposure To...,2016-09-16,track,Electric Carve
Aterciopelados,Amor Eterno al Divo / Tributo de Rock,2016-11-11,track,He Venido a Pedirte Perdón
State of Mine,Devil in Disguise,2016-09-15,track,Killing Me
a-ha,Time and Again: The Ultimate a-ha,2016-03-18,track,Take on Me - 2016 Remaster
Estelares,Las Antenas,2016-07-29,track,Alas Rotas
Gerardo Morán,Ese Soy Yo,2016,track,Juyayay
Vulkan,Observants,2016-01-22,track,Consequence Of Ignorance
Juaneco Y Su Combo,Leyenda Amazónica,2016-03-11,track,Mujer Hilandera
Deftones,Gore,2016-04-08,track,Acid Hologram
Silent Theory,Delusions,2016-09-09,track,Fragile Minds
Ciro y los Persas,Naranja Persa,2016-09-27,track,Similar
Blockheads,Can't Get Enough,2016-01-01,track,Can't Get Enough
The Growlers,City Club,2016-09-30,track,City Club
American Authors,What We Live For,2016-07-01,track,What We Live For
DIIV,Is the Is Are,2016-02-05,track,Dopamine
Magic Shoppe,Interstellar Car Crash,2016-02-05,track,Redhead
Allison,Todo Está Encendido,2016-04-15,track,Rómpase el Vidrio en Caso de Emergencia
BROS,Vol. 1,2016-10-14,track,Tell Me
Bersuit Vergarabat,La Nube Rosa,2016-02-05,track,Agradezco
a-ha,Time and Again: The Ultimate a-ha,2016-03-18,track,"Butterfly, Butterfly (The Last Hurrah) - Steve Osborne Version; 2016 Remaster"
Tedeschi Trucks Band,Let Me Get By (Deluxe Edition),2016-01-01,track,Don't Know What It Means
Travis,Everything At Once,2016-04-29,track,3 Miles High
Jolly Jackers,Sobriety,2016-09-12,track,Sobriety
David Bowie,"Legacy (The Very Best Of David Bowie, Deluxe)",2016-11-11,track,Absolute Beginners - Edit; 2014 Remaster
blink-182,California (Deluxe Edition),2016-07-01,track,No Future
DOPE LEMON,Honey Bones,2016-07-16,track,Fuck Things Up
Ghost,Meliora (Deluxe Edition),2016-09-16,track,From The Pinnacle To The Pit
Metallica,Hardwired…To Self-Destruct (Deluxe),2016-11-18,track,"Atlas, Rise!"
Nickelback,Dirty Laundry,2016-08-19,track,Dirty Laundry
Thundermother,Hellevator,2016-11-04,track,Hellevator
Placebo,A Place For Us To Dream,2016-10-07,track,Protège Moi
Russian Circles,Guidance,2016-08-05,track,Asa
Ciro y los Persas,Qué Placer Verte Otra Vez (Edición Inédita),2016-04-26,track,Como Alí
The Kills,Ash & Ice,2016-06-03,track,Impossible Tracks
Public Memory,Wuthering Drum,2016-03-18,track,Heir
Juaneco Y Su Combo,Leyenda Amazónica,2016-03-11,track,Linda Nena
The Mystery Lights,The Mystery Lights,2016-06-24,track,Without Me
ZZ Top,Sixteen Tons (feat. Jeff Beck) [Live From London],2016-08-11,track,Sixteen Tons (feat. Jeff Beck) - Live from London
Sixx:A.M.,Prayers for the Blessed,2016-11-18,track,We Will Not Go Quietly
Twisted Sister,The Best of the Atlantic Years,2016-08-26,track,I Wanna Rock - 2016 Remaster
Joe Bonamassa,Blues Of Desperation,2016-03-25,track,No Good Place For The Lonely
The Romantics,Stranger Things (Soundtrack from the Netflix Original Series),2017-10-27,track,Talking In Your Sleep
DADAROMA,dadaism#3,2017-04-19,track,MASTURBATION.
DAY6,SUNRISE,2017-06-07,track,I Wait
alt-J,RELAXER,2017-06-02,track,Last Year
Firkin,Into the Night,2017-01-20,track,Into the Night
Nerv,Enough,2017-11-16,track,Enough
Christopher Cross,Take Me As I Am,2017-10-31,track,Take Me As I Am
Eclipse,Monumentum,2017-03-24,track,The Downfall of Eden
R. Missing,Unsummering,2017-10-13,track,Unsummering
Monolord,Rust,2017-09-29,track,Rust
Arcade Fire,Everything Now,2017-07-28,track,We Don't Deserve Love
Radiohead,OK Computer OKNOTOK 1997 2017,2017-06-23,track,Fitter Happier - Remastered
9mm Parabellum Bullet,サクリファイス,2017-06-07,track,サクリファイス
The Confederate Dead,Barakallah II,2017-10-02,track,Hal Ra'ayt Alnuwr? (You There)
Incubus,8,2017-04-21,track,Nimble Bastard
Incubus,8,2017-04-21,track,State Of The Art
Bunbury,Expectativas,2017-10-20,track,Supongo
Leprous,Malina,2017-08-25,track,Stuck
The National,Sleep Well Beast,2017-09-08,track,Carin at the Liquor Store
Guano Apes,Proud Like a God XX,2017-10-06,track,Open Your Eyes - 2017 Version
RADWIMPS,Your Name. (Deluxe Edition / Original Motion Picture Soundtrack),2017-03-10,track,Dream Lantern - English Version
grandson,Best Friends,2017-04-12,track,Best Friends
DOPE LEMON,Hounds Tooth,2017-03-03,track,Only Lovers Left Alive
Bunbury,Expectativas,2017-10-20,track,"Lugares comunes, frases hechas"
Elvis Presley,A Boy From Tupelo: The Complete 1953-1955 Recordings,2017-07-28,track,"Baby, Let's Play House"
Imelda May,Life Love Flesh Blood (Deluxe),2017-04-21,track,Levitate
Royal Blood,Spotify Singles,2017-11-08,track,"My Sharona - Live Session from Abbey Road Studios, London, UK"
Arcade Fire,Everything Now,2017-07-28,track,Signs of Life
Los Pericos,3000 Vivos (En Vivo),2017-10-06,track,Casi Nunca Lo Ves (En Vivo) (feat. Ciro y Los Persas)
Jack Johnson,All The Light Above It Too,2017-09-08,track,"Fragments - From The Film ""The Smog Of The Sea"""
Nine Inch Nails,Add Violence,2017-07-21,track,This Isn't the Place
Allah-Las,Fish on the Sand,2017-09-27,track,Fish on the Sand
Citizen Soldier,Let It Burn,2017-06-15,track,Let It Burn
Silent Runners,The Directory,2017-12-07,track,Roadkill
Las Pastillas del Abuelo,Vivo De Pastillas: Locura Y Realidad (Live In Buenos Aires / 2016),2017-11-10,track,Saber Hacer... - Live In Buenos Aires / 2016
Kenny Wayne Shepherd,Lay It On Down,2017-07-21,track,Diamonds & Gold
Radiohead,OK Computer OKNOTOK 1997 2017,2017-06-23,track,The Tourist - Remastered
Drab Majesty,The Demonstration,2017-01-27,track,Dot in the Sky
Marilyn Manson,Heaven Upside Down,2017-10-06,track,Tattooed In Reverse
Virus de Amor,Sigue Tu Camino,2017-06-22,track,Sigue Tu Camino
Amén,Infectado,2017-11-12,track,Sé Que Tú No Estás Sólo
Radiohead,OK Computer OKNOTOK 1997 2017,2017-06-23,track,Melatonin - Remastered
Nickelback,Feed the Machine,2017-06-16,track,Coin for the Ferryman
Spoon,Hot Thoughts,2017-03-17,track,Hot Thoughts
Blacktop Mojo,Burn the Ships,2017-03-10,track,Where the Wind Blows
Imelda May,Life Love Flesh Blood (Deluxe),2017-04-21,track,Should've Been You
The Night Flight Orchestra,Amber Galactic,2017-05-19,track,Gemini
Soda Stereo,En el Séptimo Día (SEP7IMO DIA),2017-02-09,track,En el Séptimo Día (SEP7IMO DIA)
No Te Va Gustar,Suenan Las Alarmas,2017-06-02,track,Autodestructivo
Europe,The Final Countdown (Remixed),2017-07-07,track,The Final Countdown - Remixed
10 Years,(how to live) AS GHOSTS [Deluxe Edition],2018-10-05,track,Novacaine
Young the Giant,Mirror Master,2018-10-12,track,Heat of the Summer
The Backseat Lovers,Elevator Days,2018-06-03,track,Still a Friend
Fleetwood Mac,50 Years - Don't Stop,2018-11-16,track,Gypsy - 2018 Remaster
Nunca Jamas,Puro Chuqui,2018-03-02,track,Demasiado Mexicano
SLAVES,Beautiful Death,2018-02-16,track,True Colors
TOTO,Greatest Hits: 40 Trips Around The Sun,2018-02-09,track,Africa
Provoker,Dark Angel,2018-05-14,track,Dark Angel
Breaking Benjamin,Ember,2018-04-13,track,Tourniquet
Pop Evil,Pop Evil,2018-02-16,track,Be Legendary
Ben Poole,Anytime You Need Me,2018-09-14,track,Dirty Laundry
Molotov,MTV Unplugged: El Desconecte,2018-08-24,track,Puto - MTV Unplugged
Breaking Benjamin,Ember,2018-04-13,track,Torn in Two
Memphis May Fire,Broken,2018-11-16,track,You & Me
Los Intrepidos,Los Pepos,2018-02-02,track,Soltero
David Benjamin,Until The Morning Light,2018-01-19,track,Until The Morning Light
Black Label Society,Grimmest Hits,2018-01-18,track,A Love Unreal
Good Kid,Good Kid,2018-06-15,track,Faster
The Unlikely Candidates,Bells,2018-10-12,track,Bells
The Blue Stones,Black Holes,2018-10-26,track,The Drop
Goth Babe,Sometimes,2018-05-07,track,Sometimes
Malace Mizer,Aegen,2018-02-14,track,Sadness-I Know the Reason for Her Sadness-
Claveles de la Cumbia,He sentido Amor,2018-03-23,track,Simplemente Amigos
"Beth Hart, Joe Bonamassa",Black Coffee,2018-01-26,track,Soul On Fire
Skank,Os Três Primeiros (Gravado Ao Vivo no Circo Voador),2018-10-10,track,Algo Parecido
Khruangbin,Con Todo El Mundo,2018-01-26,track,Rules
Supertramp,70s Mixtape,2018-06-01,track,The Logical Song
Cari Cari,Anaana,2018-11-02,track,Mechikko
Care of Night,Love Equals War,2018-11-23,track,Hit
the pillows,FooL on CooL generation,2018-09-05,track,"Thank you, my twilight"
Kikagaku Moyo,Masana Temples,2018-10-05,track,Dripping Sun
Janis Joplin,Flashback Internacional,2018-04-27,track,Piece of My Heart
Blackberry Smoke,Find a Light,2018-04-06,track,Run Away from It All
Black Label Society,Hangover Music Vol. VI,2018-09-21,track,House of Doom
Joel Sarakula,Love Club,2018-04-20,track,Understanding
Babasonicos,Discutible,2018-10-12,track,Cretino
Los Auténticos Decadentes,Ocho Cuarenta (feat. Los Caligaris - en Vivo en el Foro Sol - 17.11.17),2018-04-27,track,Ocho Cuarenta - En Vivo en el Foro Sol - 17.11.17
The Rumjacks,Saints Preserve Us,2018-10-12,track,The Foreman O'rourke
Los Pakines,El Sonido Elegante,2018-03-01,track,A Donde Irás
Car Seat Headrest,Twin Fantasy,2018-02-16,track,Stop Smoking (We Love You)
"Beth Hart, Joe Bonamassa",Black Coffee,2018-01-26,track,Black Coffee
Lindsey Buckingham,Solo Anthology: The Best of Lindsey Buckingham (Deluxe Edition),2018-10-05,track,Trouble - 2018 Remaster
The Beths,Future Me Hates Me,2018-10-08,track,Future Me Hates Me
Veronica Bolaños,Vulnerable,2018-05-04,track,Sin Ti Nada Es Fácil
The Kooks,Let's Go Sunshine,2018-08-31,track,Four Leaf Clover
Albert Hammond Jr,Francis Trouble,2018-03-09,track,Rocky's Late Night
Ashes To Amber,Voodoo Blu,2018-09-30,track,ALRIGHT
Wooden Shjips,V.,2018-05-25,track,Staring At The Sun
Care of Night,Love Equals War,2018-11-23,track,Your Perfection
The Mowgli's,I Was Starting to Wonder,2018-08-17,track,I Feel Good About This
grandson,Oh No!!!,2019-09-04,track,Oh No!!!
Don Osvaldo,Casi Justicia Social II,2019-01-01,track,Rotos y Descosidos
Badflower,"OK, I'M SICK",2019-02-22,track,Ghost
"Hamilton, Joe Frank & Reynolds",Fallin' in Love,2019-10-25,track,Fallin' in Love
The Backseat Lovers,When We Were Friends,2019-01-27,track,Davy Crochet
Weezer,Weezer (Teal Album),2019-01-24,track,Everybody Wants to Rule the World
Café Tacvba,Un Segundo MTV Unplugged,2019-10-22,track,Eres - MTV Unplugged
Whirr,Feels Like You,2019-10-29,track,Younger Than You
Mako Road,Drink from the Water,2019-12-02,track,Drink from the Water
TR/ST,The Destroyer - 2,2019-11-01,track,Destroyer
Sam Evian,Right Down the Line,2019-07-10,track,Right Down the Line
Once Monsters,On Fire,2019-01-04,track,On Fire
DAY6,The Book of Us : Entropy,2019-10-22,track,Not Mine
Drugdealer,Raw Honey,2019-04-19,track,Fools
Whitney,Forever Turned Around,2019-08-30,track,Valleys (My Love)
little hurricane,Love Luck,2019-08-09,track,Off the Shelf
LOWBORN,Demons and Angels,2019-03-29,track,Demons and Angels
Edson Morales,Edson Morales,2019-06-28,track,Cusqueñita
The Beatles,Abbey Road (Super Deluxe Edition),2019-09-27,track,You Never Give Me Your Money - Take 36
Vico y su Grupo Karicia,Del Ritmo Tropical Andino el Rey,2019-09-13,track,Donde Estas Amor
Bring Me The Horizon,amo,2019-01-25,track,ouch
Minuit Machine,Infrarouge,2019-05-13,track,Sacrifice
Hot Milk,Candy Coated Lie$,2019-11-18,track,Candy Coated Lie$
The Mysterines,Take Control EP,2019-08-08,track,Take Control
The Cure,Anniversary: 1978 - 2018 Live In Hyde Park London,2019-10-18,track,Just Like Heaven - Live
ONE OK ROCK,Eye of the Storm,2019-02-15,track,Change
Boy Harsher,Careful,2019-02-01,track,Tears
Vampire Weekend,Father of the Bride (Deluxe),2019-05-03,track,This Life
The National,I Am Easy to Find,2019-05-17,track,Oblivions
The Raconteurs,Help Us Stranger,2019-06-21,track,Now That You're Gone
J.J. Cale,Stay Around,2019-04-26,track,Lights Down Low
Skillet,Victorious,2019-08-02,track,Anchor
Reignwolf,Hear Me Out,2019-03-01,track,Ritual
Sting,My Songs (Deluxe),2019-05-24,track,Desert Rose - My Songs Version
Iggy Pop,Free,2019-09-06,track,Loves Missing
I Prevail,TRAUMA,2019-03-29,track,Breaking Down
Cyhra,No Halos in Hell,2019-11-15,track,Dreams Gone Wrong
Lil Peep,Falling Down (Travis Barker Remix),2019-07-11,track,Falling Down - Travis Barker Remix
Edson Morales,Edson Morales,2019-06-28,track,Por Ella
The Rose,Strangers from hell Pt.1 (Original Television Soundtrack),2019-08-31,track,Strangers
Adam Jensen,Friend of the Devil,2019-08-02,track,Friend of the Devil
Walter Trout,Survivor Blues,2019-01-25,track,"Me, My Guitar And The Blues"
Vanessa Van Ness,True True Shot,2019-09-20,track,True True Shot
Yogi Lang,A Way out of Here,2019-11-08,track,Shine on Me
Friedberg,Go Wild,2019-06-07,track,Go Wild
Samantha Fish,Kill Or Be Kind,2019-09-20,track,Kill Or Be Kind
The Beatles,Abbey Road (Super Deluxe Edition),2019-09-27,track,Come Together - 2019 Mix
Orchestral Manoeuvres In The Dark,Souvenir,2019-10-04,track,Talking Loud And Clear - Remastered 2019
Samantha Fish,Kill Or Be Kind,2019-09-20,track,Bulletproof - Tangle Eye Mix
Bring Me The Horizon,amo,2019-01-25,track,i apologise if you feel something
The White Stripes,The White Stripes Greatest Hits,2020-12-04,track,Jolene
julie,starjump / kit,2020-12-03,track,kit
Guns N' Roses,Greatest Hits,2020-08-28,track,Welcome To The Jungle
Panchiko,Ferric Oxide (Demos 1997 - 2001),2020-07-25,track,Untitled Demo 1997
Christopher Cross,Yacht Soul,2020-10-16,track,Ride Like the Wind - Joey Negro Extended Disco Mix
Pearl Jam,MTV Unplugged,2020-10-22,track,Jeremy - Live MTV Unplugged
Las Pastillas del Abuelo,2020,2020-11-12,track,Rocanrol N´n´n´
I DONT KNOW HOW BUT THEY FOUND ME,RAZZMATAZZ,2020-10-23,track,Leave Me Alone
Los Diablitos,Los Diablitos,2020-02-06,track,Amargo Licor
Centeno,Solo Para Gente Pulenta,2020-06-09,track,Te Alejas
Linkin Park,Hybrid Theory (20th Anniversary Edition),2020-10-09,track,Crawling
Asking Alexandria,Like A House On Fire,2020-05-15,track,Antisocialist
Vestron Vulture,Lionheart,2020-10-10,track,Motion Sickness
The Shipp of Fools,Party Tonight,2020-09-17,track,Party Tonight
Confetti,Elephant In The Room,2020-05-22,track,Elephant In The Room
Jaime Enrique Aymara,Todos Sus Éxitos,2020-02-03,track,Solo Estoy Tomando
Avenged Sevenfold,Set Me Free,2020-01-17,track,Set Me Free
Bunbury,Posible,2020-05-29,track,Como un millón de dólares
YUNGBLUD,weird!,2020-12-04,track,charity
Bayronn Caicedo,Cojiendote los Calzones,2020-02-20,track,Dos Corazones
Kenny y los Eléctricos,Rock en Español 80's & 90's,2020-05-29,track,No Huyas De Mi
Pearl Jam,Dance Of The Clairvoyants,2020-01-22,track,Dance Of The Clairvoyants
Byron Solis,Hasta Amanecer,2020-01-28,track,Amorcito
BabyJake,"Don't give me problems, give me wine",2020-07-31,track,Head In The Clouds
Khruangbin,Mordechai,2020-06-26,track,First Class
Deftones,Ohms,2020-09-25,track,Radiant City
Call Me Karizma,To Hell With Hollywood,2020-12-10,track,Fire Escape
Jaime Enrique Aymara,Todos Sus Éxitos,2020-02-03,track,Quiero Olvidarte y No Puedo
Centeno,Para Mi Gente Bacán,2020-06-01,track,Quien
Toño y su Grupo Centella,Volumen 5,2020-06-08,track,Juraste Quererme/Sepulte Mis Ilusiones/Clavelito
Slomosa,Slomosa,2020-08-28,track,Traktor
Wanda Jackson,The Capitol Singles 1962-1963,2020-10-23,track,Whirlpool
Palaye Royale,The Bastards,2020-05-29,track,Hang on to Yourself
Pearl Jam,MTV Unplugged,2020-10-22,track,Alive - Live MTV Unplugged
Arrested Youth,Brightside,2020-03-13,track,Brightside
Sylvan Paul,Speed,2020-10-27,track,Speed
Echoberyl,The Awakening of a Mutant Girl,2020-08-21,track,Into the Beyond
YUNGBLUD,weird!,2020-12-04,track,the freak show
Los Internacionales Nenes de la Cumbia,Grandes Éxitos,2020-08-09,track,Perdonarte Jamás
Rebounder,Subway Songs,2020-10-04,track,Japanese Posters
Pearl Jam,Gigaton,2020-03-27,track,Retrograde
Letdown.,Harder To Breathe,2020-12-25,track,Harder To Breathe
Larkin Poe,Self Made Man,2020-06-12,track,Holy Ghost Fire
AC/DC,POWER UP,2020-11-13,track,No Man's Land
Bayronn Caicedo,Cojiendote los Calzones,2020-02-20,track,Ritmo del Oriente
Jaime Enrique Aymara,Todos Sus Éxitos,2020-02-03,track,Así Es El Amor
Toño y su Grupo Centella,Internacional,2020-05-13,track,Mil Amores
Five Finger Death Punch,F8,2020-02-28,track,Brighter Side of Grey
Marilyn Manson,WE ARE CHAOS,2020-09-11,track,DON'T CHASE THE DEAD
Sixx:A.M.,"Maybe It’s Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext)",2020-08-21,track,"Maybe It’s Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext)"
Black Sabbath,The Ultimate Collection,2016-10-28,track,Changes
Babasonicos,Desde Adentro - Impuesto de Fe (En Vivo),2016-05-20,track,Putita - En Vivo
Landon McNamara,A Dollar Short & A Minute Late,2016-12-02,track,Perfect High
Lebanon Hanover,Babes of the 80's,2016-11-11,track,Babes of the 80s
Volbeat,Seal The Deal & Let's Boogie (Deluxe),2016-06-03,track,Black Rose
Jack Broadbent,Portrait,2016-05-25,track,She Said
Hartmann,The Best Is yet To Come,2016-09-30,track,Alive Again
Black Pistol Fire,Don't Wake the Riot,2016-05-20,track,Hard Luck
DREAMERS,This Album Does Not Exist,2016-08-26,track,Sweet Disaster
The Rare Occasions,Futureproof,2016-08-05,track,Futureproof
Metallica,Hardwired…To Self-Destruct (Deluxe),2016-11-18,track,Now That We’re Dead
Flyying Colours,Mindfullness,2016-09-23,track,Long Holiday
Black Mountain,IV,2016-04-01,track,Space to Bakersfield
Amigos Millonarios,Somos Semilla,2016-11-09,track,Chiky Corazón
Deftones,Gore,2016-04-08,track,Doomed User
Car Seat Headrest,Teens Of Denial,2016-05-20,track,1937 State Park
Heart,Live At The Royal Albert Hall,2016-11-25,track,Alone - Live
flumpool,EGG,2016-03-16,track,Yoru Wa Nemurerukai?
Sean Koch,Natural Projection,2016-01-22,track,Rock Bottom Avenue
Normandie,Inguz,2016-12-02,track,Awakening
The Strokes,Future Present Past,2016-06-03,track,Drag Queen
The Pretty Reckless,Who You Selling For,2016-10-21,track,Oh My God
Volbeat,Seal The Deal & Let's Boogie (Deluxe),2016-06-03,track,You Will Know
MY FIRST STORY,ANTITHESE,2016-06-29,track,Missing You
The Brian Jonestown Massacre,Bout des doigts,2016-06-10,track,Bout des doigts
Soft Kill,Choke,2016-11-04,track,Whirl
Skillet,Unleashed,2016-08-05,track,Lions
Good Kid,Atlas,2016-05-13,track,Atlas
Twelve Point Buck,Fuzz,2016-10-10,track,Happy Djong
Phil Collins,The Singles (Expanded),2016-10-14,track,One More Night - 2016 Remaster
Rebelution,Falling into Place,2016-06-03,track,Inhale Exhale (feat. Protoje)
Los Ladrones Sueltos,Christian Puga y los Ladrones Sueltos,2016-03-01,track,Ruge Uge
Temple Of The Dog,Temple Of The Dog (Deluxe Edition),2016-04-16,track,Call Me A Dog - 25th Anniversary Mix
Kissin' Dynamite,Living in the Fastlane (Radio Edit),2016-09-30,track,Living in the Fastlane - Radio Edit
Blue Smiley,ok,2016-08-31,track,flower
Coti,Tanta Magia (En Vivo En El Gran Rex / 2015),2016-06-10,track,Nada Fue Un Error - En Vivo En El Gran Rex / 2015
Led Zeppelin,The Complete BBC Sessions (Remastered),2016-09-16,track,You Shook Me - 23/3/69 Top Gear; Remaster
From Ashes to New,Day One (Deluxe),2016-02-26,track,Breaking Now
Metallica,Hardwired…To Self-Destruct,2016-11-18,track,Am I Savage?
Si Cranstoun,Old School,2016-08-19,track,Old School
RPWL,Plays Pink Floyd's 'The Man and the Journey',2016-10-28,track,The Beginning
The Boxer Rebellion,Ocean by Ocean,2016-04-29,track,Let's Disappear
The Growlers,City Club,2016-09-30,track,I'll Be Around
Devon Allman,Ride or Die,2016-09-16,track,Lost
Wolfmother,Victorious,2016-02-19,track,The Love That You Give
Metallica,Hardwired…To Self-Destruct (Deluxe),2016-11-18,track,Lords Of Summer
Riff,Zona de Nadie (Remasterizado),2016-08-26,track,Sube a Mi Voiture - Remasterizado
Ocean Alley,Lost Tropics,2016-05-13,track,Feel
Bunbury,Archivos Vol. 1: Tributos y BSOs,2016-11-11,track,Voy a perder la cabeza por tu amor
La Beriso,Pecado Capital,2016-09-30,track,Tres Mujeres y Ella (feat. Andrés Calamaro)
Guasones,Hasta el Final,2017-04-07,track,Canción para un Amigo
Weezer,Pacific Daydream,2017-10-27,track,Feels Like Summer
The Doors,The Doors (50th Anniversary Deluxe Edition),2017-03-31,track,The End - 2017 Remaster
Moderatto,Moderatto XV,2017-03-19,track,Zodiaco
Café Tacvba,Jei Beibi,2017-05-05,track,Que No
Guasones,Hasta el Final,2017-04-07,track,Espejo Roto
Buzz Kull,Chroma,2017-04-20,track,We Were Lovers
All Good Things,Machines,2017-10-20,track,Born Ready
coldrain,FATELESS,2017-10-11,track,FEED THE FIRE
Steven Wilson,To The Bone,2017-08-18,track,Nowhere Now
The Walking Who,Isn't That Dandy?,2017-10-30,track,Isn't That Dandy?
Dead by April,Worlds Collide,2017-04-07,track,Warrior
little hurricane,Same Sun Same Moon,2017-04-16,track,Mt. Señorita
Steven Wilson,To The Bone,2017-08-18,track,Refuge
KANA-BOON,NAMiDA,2017-09-27,track,Fighter
TRAITRS,Rites and Ritual,2017-08-21,track,Youth Cults
Popa Chubby,Blind Pig Records: 40th Anniversary Collection,2017-10-27,track,Hey Joe
Ashes Remain,Let the Light In,2017-10-27,track,Rise
All Them Witches,Sleeping Through The War,2017-02-24,track,Alabaster
Chon,Homey,2017-06-16,track,Nayhoo
The Struts,One Night Only,2017-07-14,track,One Night Only
Guasones,Hasta el Final,2017-04-07,track,Del Olvido
Papaya Dada,Chicha Radioactiva,2017-03-25,track,Zapatea
little hurricane,Same Sun Same Moon,2017-04-16,track,Bad Business
Jackyl,Jackyl 25,2017-07-28,track,Push Comes to Shove
One Desire,One Desire,2017-03-24,track,Hurt
The Steel Woods,Straw in the Wind,2017-05-19,track,Let the Rain Come Down
7Horse,Swagger,2017-06-08,track,Swagger
The War On Drugs,A Deeper Understanding,2017-08-25,track,Up All Night
Cruzando El Charco,A Mil,2017-02-20,track,A Mil
The Orwells,Terrible Human Beings,2017-02-17,track,Buddy
High Sunn,Hopeless Romantic,2017-05-19,track,Ramen Waitress
STARSET,Vessels,2017-01-20,track,Unbecoming
David Gilmour,Live At Pompeii,2017-09-29,track,The Blue - Live At Pompeii 2016
Alejandro Puebla,Letras Eternas,2017-06-20,track,Nada Como Ir Juntos a la Par
David Gilmour,Live At Pompeii,2017-09-29,track,One of These Days - Live At Pompeii 2016
