artist,bio
LE SSERAFIM,"LE SSERAFIM (르세라핌) es un grupo femenino surcoreano formado por HYBE y Source Music. El grupo actualmente consiste de 5 (cinco) miembros: Sakura (사쿠라), Kim Chaewon (김채원), Huh Yunjin (허윤진), Kazuha (카즈하) y Hong Eunchae (홍은채). Sakura y Chaewon habían formado parte del grupo IZ*ONE, y Sakura también es una ex miembro de los grupos AKB48 y HKT48. 
El 20 de julio de 2022, Kim Garam dejó el grupo debido a falsas acusaciones de bullying escolar. <a href=""https://www.last.fm/music/LE+SSERAFIM"">Read more on Last.fm</a>"
Ginton," <a href=""https://www.last.fm/music/Ginton"">Read more on Last.fm</a>"
Tzanca Uraganu," <a href=""https://www.last.fm/music/Tzanca+Uraganu"">Read more on Last.fm</a>"
Babasha," <a href=""https://www.last.fm/music/Babasha"">Read more on Last.fm</a>"
Post Malone,"Austin Richard Post (Siracusa, Nueva York 4 de julio de 1994), más conocido por su nombre artístico Post Malone, es un rapero, productor y compositor estadounidense.​ Ganó importante reconocimiento por primera vez el 10 febrero de 2015, tras el lanzamiento de su primer single ""White Iverson"". En agosto de 2015, Malone consiguió un contrato discográfico con Republic Records. El 9 de diciembre de 2016, lanzó su primer álbum de estudio Stoney. <a href=""https://www.last.fm/music/Post+Malone"">Read more on Last.fm</a>"
BABYMONSTER," <a href=""https://www.last.fm/music/+noredirect/BABYMONSTER"">Read more on Last.fm</a>"
Morat,"Morat es una banda colombiana de pop formada en Bogotá. Sus integrantes son Simón Vargas Morales, Juan Pablo Isaza, Martín Vargas Morales y Juan Pablo Villamil. Fue creada en 2015 alcanzando éxito internacional por su sencillo ""Mi nuevo vicio"", el cual fue interpretado junto a la cantante mexicana Paulina Rubio; la banda es considerada una de las «nuevas promesas» del pop balcánico latinoamericano.

Los integrantes de Morat estudiaron en el mismo instituto <a href=""https://www.last.fm/music/Morat"">Read more on Last.fm</a>"
Beyoncé,"Beyoncé (4 de septiembre de 1981) es el nombre artístico de Beyoncé Giselle Knowles; Cantante de POP y  R&B, compositora, productora discográfica y actriz estadounidense.

Nacida y criada en Houston, Texas, se inscribió en varias escuelas de artes escénicas, y se expuso por primera vez a los concurso de canto y baile cuando era una niña. Knowles saltó a la fama a finales de los 90 como la cantante principal del grupo Destiny's Child, el cual ha vendido más de 50 millones de discos en todo el mundo. <a href=""https://www.last.fm/music/+noredirect/Beyonc%C3%A9"">Read more on Last.fm</a>"
TINI,"Martina Stoessel Muzlera más conocida como TINI, es una actriz, cantante, bailarina y modelo argentina, conocida por interpretar a Violetta Castillo en la serie de Disney Channel Latinoamérica, Violetta.

Nació el 21 de Marzo de 1997 en Buenos Aires, Argentina. Su primera participación en televisión fue en 2007 con un papel menor en la telenovela argentina Patito Feo.​ Más tarde en 2011, fue la encargada de interpretar la versión en español del tema ""The Glow"" (Tu Resplandor) <a href=""https://www.last.fm/music/Tini"">Read more on Last.fm</a>"
Isabel Aaiún," <a href=""https://www.last.fm/music/Isabel+Aai%C3%BAn"">Read more on Last.fm</a>"
Calle 24," <a href=""https://www.last.fm/music/Calle+24"">Read more on Last.fm</a>"
ATEEZ,"ATEEZ (에이티즈 (Eitijeu) en coreano, エイティーズ (Eitīzu) en japonés) ¿Por qué ""ATEEZ""? Disminutivo de A Teenagers Z, que significa adolescentes que abarcan todo desde la A hasta la Z; es un grupo de 8 miembros surcoreanos bajo la compañía KQ Entertainment. El grupo está compuesto por ocho miembros: Hongjoong, Seonghwa, Yunho, Yeosang, San, Mingi, Wooyoung y Jongho. El grupo debutó el 24 de octubre de 2018. <a href=""https://www.last.fm/music/ATEEZ"">Read more on Last.fm</a>"
ELYELLA,"Elyella es un tándem de djs que construye su música con bases electrónicas, instrumentos rockeros y puro espectáculo desde la cabina en las actuaciones. Estos artistas repasan propuestas musicales actuales, pero también pasadas. Adulteran las canciones para encajarlas en su propio concepto musical. Esta fórmula les ha valido para recorrer un significativo circuito: Razzmatazz (Barcelona), Ochoymedio (Madrid), La 3 (Valencia), REM (Murcia), Fever y Sonora (Bilbao) o Scala (Londres). <a href=""https://www.last.fm/music/ELYELLA"">Read more on Last.fm</a>"
Ana Mena,"Ana Mena es una actriz y cantante española. Su popularidad comenzó en el año 2006 después de ganar la XII edición de los Premios Veo Veo, aunque su carrera despegó cuando participó en la miniserie Marisol, la película interpretando a Marisol.​​​ El 11 de mayo de 2018 publicó su primer álbum titulado Index.​  <a href=""https://www.last.fm/music/Ana+Mena"">Read more on Last.fm</a>"
Victor Valverde," <a href=""https://www.last.fm/music/Victor+Valverde"">Read more on Last.fm</a>"
Taylor Swift,"Taylor Alison Swift (Reading, Pennsylvania, 13 de diciembre de 1989) es una cantante y compositora de música country y pop estadounidense. Trabajaba con la compañía discográfica independiente Big Machine Records desde 2006 hasta 2018, año en el que se unio a Republic Records donde se encuentra hasta la actualidad. Taylor Swift hizo su aparición en las listas de country con su sencillo Tim McGraw.

Su primer álbum Taylor Swift fue lanzado al mercado a finales de 2006, y ha sido catalogado desde entonces como 7X Multi-Platinum por el RIAA. <a href=""https://www.last.fm/music/Taylor+Swift"">Read more on Last.fm</a>"
Antoñito Molina," <a href=""https://www.last.fm/music/Anto%C3%B1ito+Molina"">Read more on Last.fm</a>"
GAMPER & DADONI," <a href=""https://www.last.fm/music/GAMPER+&+DADONI"">Read more on Last.fm</a>"
Dylan Scott,"Dylan Scott Robinson 22 de de octubre de, de 1990 Bastrop, Louisiana es un cantante compositor un estadounidense de música country, Scott firmó con Curb Records.
 El cantante de country y compositor Dylan Scott tiene un pedigrí musical. Su padre tocaba la guitarra con artistas del país Freddy Fender y Freddie Hart, mientras que su tía era profesora de piano del productor Tony Brown, y otro pariente, Marie Jarvis, tocó el piano con los hermanos Blackwood y los Sellos. <a href=""https://www.last.fm/music/Dylan+Scott"">Read more on Last.fm</a>"
Paulo Londra,"Paulo Ezequiel Londra Farías, más conocido como Paulo Londra (Córdoba, Argentina; 12 de abril de 1998) es un cantante argentino de trap.
Inició su carrera musical en enero de 2017 cuando lanzó su primer sencillo, Relax, que luego de unos meses estaba posicionado como un hit argentino del año. Desde entonces empezó a componer y continuó lanzando canciones. A pesar de que sus inicios son similares a otros exponentes urbanos, Londra, a diferencia de otros artistas, evita tocar temas como violencia, insultos o drogas en sus canciones. <a href=""https://www.last.fm/music/Paulo+Londra"">Read more on Last.fm</a>"
Kany García,"Encarnita García de Jesús conocida como Kany García, nació en Toa Baja, Puerto Rico. 
Hija de un sacerdote español que colgó hábitos al enamorarse de la puertorriqueña Shela de Jesús. Kany creció en un hogar dónde la música se vivía. Es la menor de tres hermanos Marishela y José Antonio (contrabajista de La Orquesta Sinfónica de Puerto Rico). Kany inició desde muy chica a estudiar música clásica, estudiando violoncelo, teoría, solfeo y coros. <a href=""https://www.last.fm/music/+noredirect/Kany+Garc%C3%ADa"">Read more on Last.fm</a>"
Don Henley,"Bateria de ""Eagles"", cantante y compositor, es autor de la célebre canción ""Hotel california"", a la que pone su voz desde la batería.

Cuando Don Henley con Glen Frey, Bernie Leadon y Randi Meisner se unieron para grabar su sonido con tintes rock y country no sospechaban que los Eagles se convertirían en uno de los grupos esenciales de la música americana. Sus Desperado, Take easy. Take it to the limit, Tequila Sunrise, Hotel California...son escuchados cada día en cualquier parte del mundo. <a href=""https://www.last.fm/music/Don+Henley"">Read more on Last.fm</a>"
Kocchi no Kento," <a href=""https://www.last.fm/music/Kocchi+no+Kento"">Read more on Last.fm</a>"
Pepe y Vizio," <a href=""https://www.last.fm/music/Pepe+y+Vizio"">Read more on Last.fm</a>"
ROSÉ,"Rosé nació el 11 de febrero de 1997 en Auckland, Nueva Zelanda, pero fue criada en Melbourne, Australia. De padres inmigrantes surcoreanos y con una hermana mayor, a la edad de siete años se mudó junto a su familia a Melbourne.Asistió inicialmente a la escuela primaria Kew East y se graduó en 2009, pasando a estudiar en la escuela secundaria Canterbury Girls Secondary College en Melbourne.​ Comenzó a cantar y aprendió a tocar la guitarra y el piano cuando era niña y actuó en coros de iglesias. <a href=""https://www.last.fm/music/Ros%C3%A9"">Read more on Last.fm</a>"
Dua Lipa,"Dua Lipa  (Londres, 22 de agosto de 1995) es una cantante, compositora, modelo y diseñadora de moda británica de origen albano-kosovar. Inició su carrera musical a los 14 años, cuando comenzó a hacer covers de canciones de otros artistas en YouTube. En 2015, después de trabajar como modelo, firmó con la discográfica Warner Music Group y con 19 años lanzó su primer sencillo, «New Love», seguido de «Be the One».

Su álbum de estudio debut se lanzó el 2 de junio de 2017. <a href=""https://www.last.fm/music/Dua+Lipa"">Read more on Last.fm</a>"
YEONJUN," <a href=""https://www.last.fm/music/YEONJUN"">Read more on Last.fm</a>"
Love of Lesbian,"Love of Lesbian es un grupo de pop independiente español radicado en Barcelona que está en activo desde 1998. Después de tres discos en inglés, decidieron cantar en castellano, lengua en la cual han sacado sus últimos tres discos. Un momento importante para su proyección como grupo fue la actuación como teloneros de The Cure durante el Dream Tour 2000. 

Son uno de los grupos más apreciados por la crítica de la escena indie española, sobre todo a partir de la publicación de Maniobras de escapismo en 2005. <a href=""https://www.last.fm/music/Love+of+Lesbian"">Read more on Last.fm</a>"
Marshmello,"Marshmello es un DJ y productor de música electrónica de los géneros Future Bass, Trap y Electro House. Comenzó a ganar notoriedad internacional gracias a sus remixes de canciones de Jack Ü y Zedd entre otros. Su canción «Alone» alcanzó el Billboard Hot 100.​ Ha colaborado junto a artistas como Ookay, Jauz, Slushii y Omar Linx.
Marshmello lleva una máscara en sus apariencias públicas. Su identidad es desconocida,​ si bien frecuentemente se especula con que podría ser el DJ estadounidense Chris Comstock <a href=""https://www.last.fm/music/Marshmello"">Read more on Last.fm</a>"
ENHYPEN,"ENHYPEN (엔하이픈) es una boy band surcoreana formada el 30 de noviembre de 2020 por BELIFT LAB, una empresa conjunta entre HYBE Corporation y CJ ENM, como resultado del reality show I-LAND, donde los siete integrantes fueron elegidos a través de votaciones globales y evaluaciones de productores. Su nombre proviene del término inglés “hyphen” (guion), que simboliza conexión, unión y crecimiento, reflejando su propósito de conectar personas y mundos a través de la música mientras evolucionan juntos como artistas. <a href=""https://www.last.fm/music/ENHYPEN"">Read more on Last.fm</a>"
Janaína," <a href=""https://www.last.fm/music/+noredirect/Jana%C3%ADna"">Read more on Last.fm</a>"
KALIL," <a href=""https://www.last.fm/music/Kalil"">Read more on Last.fm</a>"
Stormy," <a href=""https://www.last.fm/music/Stormy"">Read more on Last.fm</a>"
Shaboozey," <a href=""https://www.last.fm/music/Shaboozey"">Read more on Last.fm</a>"
HERNAN TREJO," <a href=""https://www.last.fm/music/HERNAN+TREJO"">Read more on Last.fm</a>"
KISS OF LIFE,"Nombre: KISS OF LIFE
¿Por qué?: Se creo a partir de las palabras ""respiración artificial, vitalidad"" y contiene el significado de dar nueva vida a la industria musical con sus melodías y encanto.
Origen: Corea del Sur
Número de integrantes: 4 chicas (2 estadounidenses, 1 coreana y 1 tailandesa)
Debut: 05 de julio de 2023
Nombre fanclub oficial: KISSY
Agencia: S2 Entertainment.

Pre-Debut
El día 27 de diciembre de 2022 (KST), S2 Entertainment <a href=""https://www.last.fm/music/Kiss+of+Life"">Read more on Last.fm</a>"
Paula Díez," <a href=""https://www.last.fm/music/Paula+D%C3%ADez"">Read more on Last.fm</a>"
Ariana Grande,"Ariana Grande Butera (Boca Ratón, 26 de junio de 1993) es una actriz, cantante y compositora estadounidense. Debutó como actriz en 2008 con el papel de Charlotte en el musical 13 de Broadway.
Desde 2010 al presente, Grande interpreta a Cat Valentine en las series de Nickelodeon, Victorious y Sam & Cat, el primero lo co-protagonizó y el segundo es una serie derivada que lo protagoniza junto a Jennette McCurdy. En marzo de 2013, Grande alcanzó éxito <a href=""https://www.last.fm/music/Ariana+Grande"">Read more on Last.fm</a>"
Ravyn Lenae,"Ravyn Lenae Washington (nacida en Enero 22, 1999) es una cantante y compositora de soul y R&B de Chicago (Illinois) que ha trabajado para Atlantic Records. Es miembro del colectivo musical Zero Fatigue. Lanzó su debut con el EP Moon Shoes de forma independiente en  2015 y fue relanzado Atlantic Records in 2016. Su siguiente EP, Midnight Moonlight, fue publicado en 2017. Lenae ha hecho giras con  SZA en su  Ctrl Tour y con Noname en el Telefone Tour. <a href=""https://www.last.fm/music/Ravyn+Lenae"">Read more on Last.fm</a>"
Charli xcx,"Charlotte Emma Aitchison, conocida profesionalmente como Charli xcx, es una cantante y compositora inglesa. Nacida en Cambridge y criada en Start Hill, Essex, comenzó a publicar canciones en MySpace en 2008, lo que la llevó a ser descubierta por un promotor que la invitó a actuar en fiestas y raves en almacenes. En 2010, firmó un contrato discográfico con Asylum Records y lanzó una serie de singles y mixtapes a lo largo de 2011 y 2012.

En 2012 <a href=""https://www.last.fm/music/Charli+xcx"">Read more on Last.fm</a>"
Duke," <a href=""https://www.last.fm/music/Duke"">Read more on Last.fm</a>"
Sevdaliza,"Sevda Alizadeh (born 1 September 1987), known professionally as Sevdaliza, is an Iranian-Dutch singer, songwriter and producer. In 2015, she released two extended plays, The Suspended Kid and Children of Silk. While her music is typically in English, she released her first Persian-language song ""Bebin"" in early 2017 in protest of Executive Order 13769. Her debut album, ISON, was released on 26 April 2017. <a href=""https://www.last.fm/music/Sevdaliza"">Read more on Last.fm</a>"
Chuyin," <a href=""https://www.last.fm/music/chuyin"">Read more on Last.fm</a>"
Lully Hill," <a href=""https://www.last.fm/music/Lully+Hill"">Read more on Last.fm</a>"
Mark Ambor," <a href=""https://www.last.fm/music/Mark+Ambor"">Read more on Last.fm</a>"
d4vd,"David Anthony Burke, conocido profesionalmente como d4vd, es un cantante y compositor estadounidense. Es mejor conocido por su canción ""Romantic Homicide"", que alcanzó el puesto 33 en el Billboard Hot 100. <a href=""https://www.last.fm/music/d4vd"">Read more on Last.fm</a>"
V,"김태형 (Kim Taehyung) V of BTS 
Birthdate: December 30, 1995
Nationality: South Korean
Place of birth: Daegu, South Korea <a href=""https://www.last.fm/music/V"">Read more on Last.fm</a>"
Robin Schulz,"Robin Alexander Schulz, (Osnabrück, Baja Sajonia, Alemania; 28 de abril de 1987) es un DJ y productor alemán de música electrónica. Es co-fundador junto a Daniel Bruns y Christopher Noble de la discográfica Lausbuben Records.

Empezó a pinchar a los 17 años de edad y captó la atención mediante sus remezclas lanzados a través de SoundCloud. A principios de 2014 comienza a ganarse un nombre en la escena musical por su versión remezclada de «Waves» del artista holándes de hip hop Mr. <a href=""https://www.last.fm/music/Robin+Schulz"">Read more on Last.fm</a>"
Lady Gaga,"Stefani Joanne Angelina Germanotta, más conocida por su nombre artístico, Lady Gaga (Manhattan, Nueva York, 28 de marzo de 1986) es una cantante, compositora, productora musical, bailarina y pianista estadounidense. Stefani creció escuchando a bandas tales como Queen, al igual que a artistas pop como Michael Jackson y Madonna, quienes luego se convertirían en grandes influencias para ella.

En agosto de 2008, la cantante lanzó su álbum de debut <a href=""https://www.last.fm/music/Lady+Gaga"">Read more on Last.fm</a>"
Daniela Spalla,"Daniela Spalla nacida en Córdoba, Argentina en Agosto de 1984, actualmente tiene 30 años. Sus géneros musicales son Indie, R&B y jazz. 

Debutó discográficamente con el álbum ""Desvelo"", en el cual hace nuevas versiones de clásicos del rock y el pop internacional junto a destacados músicos invitados como Osvaldo Fattoruso, Jota Morelli, Guillermo Vadalá, Juan Carlos Ingaramo y Gonzalo Aloras, entre otros.

Lanzó su más reciente álbum, ""Ahora Vienen por Nosotros"", en formato físico el pasado 18 de marzo 2014. <a href=""https://www.last.fm/music/Daniela+Spalla"">Read more on Last.fm</a>"
beabadoobee,"Beatrice Kristi Ilejay Laus, también conocida como Bea o artísticamente como Beabadoobee, ​ es una cantante y compositora filipino-británica. Desde 2018, ha lanzado 6 EP y 2 álbumes bajo el sello discográfico Dirty Hit. A partir de enero de 2024, cuenta con más de 3 mil millones de streams acumulativos en Spotify <a href=""https://www.last.fm/music/beabadoobee"">Read more on Last.fm</a>"
i-dle," <a href=""https://www.last.fm/music/i-dle"">Read more on Last.fm</a>"
ELIKIA," <a href=""https://www.last.fm/music/ELIKIA"">Read more on Last.fm</a>"
JENNIE,"Jennie Kim (en coreano: 김제니; nacida el 16 de enero de 1996), conocida como Jennie, es una cantante, rapera y actriz surcoreana. [1] Nacida y criada en Corea del Sur hasta 2004, Jennie vivió más tarde en Nueva Zelanda antes de regresar a Corea del Sur para audicionar con éxito para YG Entertainment en 2010. Debutó como miembro de Blackpink en agosto del 2016. Hizo su debut actoral bajo el nombre artístico de Jennie Ruby Jane en la serie de televisión de HBO The Idol del 2023. <a href=""https://www.last.fm/music/Jennie"">Read more on Last.fm</a>"
Zouhair Bahaoui," <a href=""https://www.last.fm/music/Zouhair+Bahaoui"">Read more on Last.fm</a>"
Lewis Capaldi,"Lewis Marc Capaldi (Bathgate, Escocia, 7 de octubre de 1996) es un cantautor escocés. Capaldi logró colocarse en las listas de éxitos en el 2018 y en 2019, alcanzó el número uno en la lista de singles del Reino Unido con su sencillo ""Someone You Loved"".

Su álbum debut, Divinely Uninspired to a Hellish Extent, se estrenó el 17 de mayo de 2019. <a href=""https://www.last.fm/music/Lewis+Capaldi"">Read more on Last.fm</a>"
Martin Garrix,"Martijn Gerard Garritsen, más conocido como Martin Garrix (Amstelveen; 14 de mayo de 1996),​ es un DJ y productor neerlandés fundador del sello STMPD RCRDS. Ingresó a la encuesta anual Top 100 DJ's realizada por la revista DJ Magazine, directamente al puesto 40. En 2014, obtuvo el 4°puesto y en 2015 fue nombrado 3º. En 2016, 2017 y 2018 fue elegido por la revista como mejor DJ del mundo, colocándolo en el puesto número 1.

Su éxito comenzó con el lanzamiento de la canción ""Animals"" <a href=""https://www.last.fm/music/Martin+Garrix"">Read more on Last.fm</a>"
ILLIT,"Nombre: ILLIT (아일릿).
Origen: Corea del Sur.
Número de integrantes: 5 chicas (3 coreanas y 2 japonesas).
Debut: 25 de marzo de 2024.
Agencia: BELIFT LAB.

Pre-Debut
El 05 de enero de 2024, BELIFT LAB publicó un comunicado con respecto a las actividades futuras del grupo, en el que se anunciaba la salida de Young Seo. Ambas partes habrían llegado a un mutuo acuerdo para finalizar el contrato respetando los deseos de la trainee y confirmando que el grupo debutara con 5 integrantes. <a href=""https://www.last.fm/music/ILLIT"">Read more on Last.fm</a>"
Luis Cortés," <a href=""https://www.last.fm/music/Luis+Cort%C3%A9s"">Read more on Last.fm</a>"
j-hope,"Jung Hoseok (hangul: 정호석, hanja: 鄭號錫; nació el 18 de febrero de 1994 en Gwangju, Corea del Sur), conocido por su nombre artístico J-Hope, es un bailarín, coreógrafo, rapero, cantante, compositor, modelo y productor surcoreano. Desde 2013 es miembro, bailarín principal y coreógrafo del grupo BTS, en la agencia de Big Hit Entertainment, donde forma parte de la dance line, junto a Jimin, V y Jung Kook. Pertenece también a la Rap Line <a href=""https://www.last.fm/music/j-hope"">Read more on Last.fm</a>"
Bizarrap,"Gonzalo Julián Conde mejor conocido artísticamente como Bizarrap es un productor discográfico argentino, nacido el 29 de agosto de 1998 en Ramos Mejía, Argentina. Se especializa en géneros como trap, latin trap y rap.  <a href=""https://www.last.fm/music/Bizarrap"">Read more on Last.fm</a>"
Kish," <a href=""https://www.last.fm/music/Kish"">Read more on Last.fm</a>"
Alejandra Guzman,"Alejandra Guzmán

Etiquetas ID3 mal asignadas . <a href=""https://www.last.fm/music/+noredirect/Alejandra+Guzman"">Read more on Last.fm</a>"
Beéle,"Brandon De Jesús López Orozco, mejor conocido como Beéle, es un cantante y autor enfocado en sonidos del caribe y el mundo urbano. Nacido en Barranquilla, Colombia, el cantante de 17 años empezó su carrera a los 13 años. <a href=""https://www.last.fm/music/Be%C3%A9le"">Read more on Last.fm</a>"
Jin,"Kim Seokjin ( hangul, 김석진; nació el 4 de diciembre de 1992 en Anyang-Gwangcheon, Corea del Sur), conocido con su nombre artístico Jin, es un cantante, compositor, actor, modelo, presentador y bailarín. Debuto en el 2013 siendo vocalista y visual del grupo BTS bajo la empresa Big Hit Enterteiment, a partir del 2015 se convertiría el centro del Bangtan Universe (un universo que se conforma por una serie de videos musicales, el webtoon Save Me y la saga de The Nothes). <a href=""https://www.last.fm/music/Jin"">Read more on Last.fm</a>"
Teddy Swims,"Jaten Collin Dimsdale, known by his stage name Teddy Swims, is an American singer-songwriter, who blends genres including R&B, soul, country, and pop. Originally attracting fans through his cover performances on his YouTube channel, Swims went on to release his debut major label single in January 2020. He has since released four EPs. as well as a debut album I've Tried Everything but Therapy (Part 1) in 2023. <a href=""https://www.last.fm/music/Teddy+Swims"">Read more on Last.fm</a>"
Sophie Ellis-Bextor,"Sophie Michelle Ellis-Bextor (Londres, 10 de abril de 1979); cantante británica de pop-dance.Su música es una mezcla de pop, música indie e influencias de electrónica de los 80's. 

Es de las artistas mas destacadas del dance por su hit mundial Murder On The Dancefloor que la colocó hasta la cima de su carrera tras haber triunfado con el single Groovejet con DJ Spiller y con su grupo TheAudience.

Murder On The Dance Floor es sin duda el single más exitoso de Sophie <a href=""https://www.last.fm/music/Sophie+Ellis-Bextor"">Read more on Last.fm</a>"
Léo Foguete," <a href=""https://www.last.fm/music/L%C3%A9o+Foguete"">Read more on Last.fm</a>"
Hind Ziadi,"Cantante de pop magrebí, compositora, productora y creadora de contenido mejor conocida por su canal de YouTube, HindZiadiOfficialChannel, donde publica covers de canciones y algunos de sus propios videos musicales originales. Hasta ahora, ha acumulado más de 266 millones de de visitas en YouTube. También ha obtenido más de 146,406 oyentes mensuales en su perfil de Spotify, Hind Ziadi. Julio 2, 1994
https://www.youtube.com/@HindZiadiOfficialChannel/videos 30vd <a href=""https://www.last.fm/music/Hind+Ziadi"">Read more on Last.fm</a>"
Chino Pacas," <a href=""https://www.last.fm/music/Chino+Pacas"">Read more on Last.fm</a>"
Forrest Frank," <a href=""https://www.last.fm/music/Forrest+Frank"">Read more on Last.fm</a>"
The Marías,"The Marías es una banda de indie pop de Los Ángeles, California, compuesta por la cantante principal puertorriqueña María Zaragallo
y el baterista nativo de Los Ángeles Josh Conway. Son conocidos por interpretar canciones tanto en inglés como en español, además de infundir su música con elementos como percusión de jazz, riffs de guitarra, voces aterciopeladas y solos de trompeta.1​ En su show en vivo, con Zaragallo en la voz principal y Conway en la batería <a href=""https://www.last.fm/music/The+Mar%C3%ADas"">Read more on Last.fm</a>"
Felix Jaehn,"Felix Jähn (28 de agosto de 1994), conocido profesionalmente como Felix Jaehn, es un DJ alemán y productor discográfico especializado en tropical house. Jaehn nació en Hamburgo y se crió en Schönberg, cerca de Wismar en Mecklemburgo-Pomerania Occidental, Alemania. Tomó clases de violín a la edad de 5 años y comenzó su carrera como DJ a los 16 años. Jaehn vivió en Londres durante un año, donde asistió al Point Blank Music College a los 17 años de edad. <a href=""https://www.last.fm/music/Felix+Jaehn"">Read more on Last.fm</a>"
Billie Eilish,"Billie Eilish Pirate Baird O'Connell​ (Los Ángeles, California; 18 de diciembre de 2001​) conocida solo como Billie Eilish, es una cantante y compositora estadounidense. Su primer sencillo, «Ocean Eyes», producido por su hermano, y ella ha acumulado más de 1 millón de streams en YouTube desde febrero de 2018. Su primer EP, «Don't Smile at Me» fue lanzado en agosto de 2017. Tras el éxito del EP, un mes después, en octubre de 2017, Apple nombró a Eilish como su más reciente artista UPNEXT de Apple Music. <a href=""https://www.last.fm/music/Billie+Eilish"">Read more on Last.fm</a>"
Trinix," <a href=""https://www.last.fm/music/Trinix"">Read more on Last.fm</a>"
ヨルシカ,"Yorushika es un dúo japonés de rock fundado en 2017 y representado por Universal Music Japan. El grupo está compuesto por N-buna, un productor de música vocaloid, y Suis, una vocalista. El dúo es extremadamente reservado, nunca revelando públicamente sus rostros o realizando muchos conciertos. <a href=""https://www.last.fm/music/%E3%83%A8%E3%83%AB%E3%82%B7%E3%82%AB"">Read more on Last.fm</a>"
Cha Eun-Woo," <a href=""https://www.last.fm/music/Cha+eun-woo"">Read more on Last.fm</a>"
Meghan Trainor,"Meghan Elizabeth Trainor (Nantucket, Estados Unidos, 22 de diciembre de 1993), es una cantante, compositora, músico y productora estadounidense. Llegó a la fama en 2014, gracias a su sencillo promocional All About That Bass, número uno en el Hot 100 de Billboard. <a href=""https://www.last.fm/music/Meghan+Trainor"">Read more on Last.fm</a>"
XG,"XG es un grupo femenino japonés formado por XGALX, una subsidiaria de la compañía Avex Inc. Está compuesto por siete integrantes: Jurin, Chisa, Hinata, Juria, Cocona, Maya y Harvey. Debutó el 18 de marzo de 2022 con el lanzamiento del sencillo digital « Tippy Toes» <a href=""https://www.last.fm/music/XG"">Read more on Last.fm</a>"
Camilo,"Camilo Echeverri ganó el Factor XS 2007 en Colombia. Camilo nació el 16 de Marzo de 1994 en Medellin, Colombia, pero cuando el tenía 4 años de mudó a Monteria. Le gustan diferentes estilos de música como el Rock, Pop, Jazz y Rap. Le gusta jugar en el ordenador y salir con sus amigos. <a href=""https://www.last.fm/music/Camilo"">Read more on Last.fm</a>"
32ki," <a href=""https://www.last.fm/music/32ki"">Read more on Last.fm</a>"
Theo Rose," <a href=""https://www.last.fm/music/Theo+Rose"">Read more on Last.fm</a>"
Madison Beer,"Madison Elle Beer (Jericho, Nueva York, 5 de marzo de 1999) es una cantante estadounidense, conocida principalmente por haber sido descubierta por Justin Bieber y por su sencillo musical, Melodies.

VIDA PRIVADA:Madison Beer nació el 5 de marzo de 1999 en Jericho (Nueva York) y es hija de Robert y Tracie Beer. Tiene un hermano menor llamado Ryder. Sus padres se divorciaron y su padre esta casado de nuevo con Lyndsey Beer. Estudiaba en la escuela de Jericho, aunque a causa de su carrera tuvo que ser retirada y ser educada en casa. <a href=""https://www.last.fm/music/Madison+Beer"">Read more on Last.fm</a>"
adore," <a href=""https://www.last.fm/music/Adore"">Read more on Last.fm</a>"
Andrei Banuta," <a href=""https://www.last.fm/music/Andrei+Banuta"">Read more on Last.fm</a>"
Tate McRae,"Tatum Rosner ""Tate"" McRae​ ​ es una cantante, bailarina y actriz de voz canadiense. A los 13 años, ganó prominencia como la primera finalista canadiense en el reality show estadounidense ""So You Think You Can Dance"".  <a href=""https://www.last.fm/music/Tate+McRae"">Read more on Last.fm</a>"
La Llave," <a href=""https://www.last.fm/music/La+Llave"">Read more on Last.fm</a>"
Figoshin," <a href=""https://www.last.fm/music/Figoshin"">Read more on Last.fm</a>"
Xavi," <a href=""https://www.last.fm/music/Xavi"">Read more on Last.fm</a>"
Shaw,"Leslie Ann Shaw Thays. Cantante y modelo peruana, nacida en Lima el 27 de febrero de 1989. Desde muy pequeña, mostró un vasto talento para el canto, baile, modelaje y actuación, hasta el punto de haber participado en varias campañas publicitarias de marcas reconocidas en su país como: Sony-Ericson, Claro, Brahma, Coca-Cola, entre otras.

Su carrera de modelo la alternó hacia 2007 con la música. Fue allí que perteneció a un grupo musical de chicas basado en modelos de su edad denominadas Glow. <a href=""https://www.last.fm/music/+noredirect/Shaw"">Read more on Last.fm</a>"
PEDRO SAMPAIO,"Pedro do Espirito Santo Sampaio es un cantante y productor musical brasileño, conocido por las canciones ""Sentadão"", ""Bota Pra Tremer"" y ""Chama Ela"", en sociedad con la cantante Lexa. Está firmado con Warner Music Brasil. <a href=""https://www.last.fm/music/PEDRO+SAMPAIO"">Read more on Last.fm</a>"
Probador," <a href=""https://www.last.fm/music/Probador"">Read more on Last.fm</a>"
Oscar Maydon," <a href=""https://www.last.fm/music/Oscar+Maydon"">Read more on Last.fm</a>"
Gya," <a href=""https://www.last.fm/music/Gya"">Read more on Last.fm</a>"
